,geo,text,user,location,entities,sentiment,country
748,," “Big and bold, optimistic and compassionate. President Trump’s Oval Office address was exactly what America needed to hear.”#COV…",minor_elma,"Texas, USA","[('Trump’s', 'PERSON'), ('Oval Office', 'ORG'), ('America', 'GPE')]","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7964}",USA
749,, #Coronavirus testing must be made free to the public if we are going to understand the scope of this crisis. Anything le…,AdamDeltaV,"Portland, OR",[],"{'neg': 0.173, 'neu': 0.71, 'pos': 0.117, 'compound': -0.3767}",USA
750,," Have questions about #coronavirus?  has created a website where health care workers, patients and the public can l…",latinogiving,"Houston, TX",[],"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6369}",USA
751,, Praying for our health workersGod be with you all through this hard time You always put your lives on the line and I hope no…,abena__achiaa,"Kumasi, Ghana",[],"{'neg': 0.054, 'neu': 0.753, 'pos': 0.194, 'compound': 0.5994}",Ghana
752,, #Coronavirus #LAUSD Everyone: close all the schools !! Lausd officials : ,EzidoreTriston,United States,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
753,,"The official US response to the #coronavirus crisis has not been impressive. The testing rate, for instance, is dreadful.",mfullilove,Sydney,"[('US', 'GPE'), '']","{'neg': 0.377, 'neu': 0.623, 'pos': 0.0, 'compound': -0.8658}",Australia
754,," You know what hasn't been canceled due to #coronavirus? ICE raids. Yup, they are still in the streets putting people in d…",LaLoMontoya5,"Las Vegas, NV","['', ('ICE', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
755,, The only two people in the world who ain't worried about no #coronavirus ,TerrenceKilbane,United States,"[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",United States
756,,"""Coronavirus: Catholic churches close in Rome and tournaments worldwide suspended"" #Coronavirus ",Kym_Mych3ll3,,"[('Catholic', 'NORP'), ('Rome', 'GPE')]","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",
757,, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,03vette,,"[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",
758,, BREAKING: all New Mexico public schools cancelled for the next 3 weeks.  #coronavirus #newmexico,goonwithspoons2,,"[('New Mexico', 'GPE'), ('the next 3 weeks', 'DATE'), '']","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.25}",
759,, NBA is suspending its season “until further notice” after Rudy Gobert of Jazz reportedly contracted the #coronavirus. W…,donfran15852543,,"[('NBA', 'ORG'), ('Rudy Gobert', 'PERSON'), ('Jazz', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
760,, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,spruce_mis,,"[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",
761,, Nobody should be surprised that proponents of maximum pressure against Iran see the #Coronavirus as another lever to inflic…,TedGrunewald,Manhattan,"[('Iran', 'GPE')]","{'neg': 0.104, 'neu': 0.806, 'pos': 0.09, 'compound': -0.0772}",USA
762,, Students are required to attend classes online as schools in #China have been closed due to #coronavirus. Some of them…,chaispotropmoi,,"[('China', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
763,, Bill Gates was right !!😳 #CoronavirusPandemic #CoronaOutbreak #CoronaVirusUpdate #coronavirus ,doublemg12,"Houston, TX","[('Bill Gates', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
764,," Amid #coronavirus, artists are saying ""no thanks"" to meet-and-greets ",Mom92541,,[],"{'neg': 0.182, 'neu': 0.579, 'pos': 0.24, 'compound': 0.1779}",
765,," We Will Remember.November 3rd, 2020.*Trump said the #Coronavirus was a ""Hoax"".We won't forget.#8645ASAP2SAVEUSANO…",rdreynola,Louisiana,"[('November 3rd', 'DATE'), ('2020.*Trump', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
766,, Best tweet ever #DisneyWorld #Disneyland #coronavirus #Covid_19 ,LARideShareGuy,"Los Angeles, CA",[''],"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",USA
767,, And why would you shut down for 3 weeks but send all kids back to school on Friday the 13th to carry or cont… ,Mackdhami,"Toronto, Canada","[('3 weeks', 'DATE'), ('Friday the 13th', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
768,, #CoronaVirus is the deadly bio-weapon created by Chinese government. Don’t hesitate to call it #WuhanVirus… ,ReaderNikunj,,"['', ('CoronaVirus', 'ORG'), ('Chinese', 'NORP'), '', ('WuhanVirus', 'ORG')]","{'neg': 0.123, 'neu': 0.76, 'pos': 0.117, 'compound': -0.0258}",
769,, Boy sent home from school after being caught charging kids to use hand sanitiser #coronavirus …,samurairapmusic,Terre Haute,[''],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",USA
770,, Now that  has declared a state of emergency VA's price gouging protections are now in effect. If you see any…,FCNP_Jody,"Falls Church, VA","[('VA', 'ORG')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA
771,,"Going into Walgreens. Apparently, #toiletpaper is our best resource to fight against #coronavirus. ",ismael_abelardo,,"[('Walgreens', 'PERSON'), '', '']","{'neg': 0.146, 'neu': 0.618, 'pos': 0.236, 'compound': 0.3818}",
772,," #coronavirus Whilst it’s important for everyone to be vigilant about this. Speaking personally, I’m not going to sit d…",ShaunWi49197138,United Kingdom,[''],"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.3612}",United Kingdom
773,, Vaccination is NOT a myth !Vaccination is effective in preventing disease !! #coronavirus #CoronaOutbreak #epidemiacoronav…,AboutVaxx,,[''],"{'neg': 0.064, 'neu': 0.703, 'pos': 0.233, 'compound': 0.5962}",
774,," With conventions/events being canceled/postponed due to #coronavirus, a lot of artists and small companies are losing…",YouFoundKira,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
775,," There’s a public health crisis in our country.We will not stop fighting for access to free testing, paid emergency leave,…",ORDiane,Northeastern Oregon,[],"{'neg': 0.239, 'neu': 0.5, 'pos': 0.261, 'compound': -0.1032}",USA
776,, Scotland's First Minister Nicola Sturgeon updates Scotland on #coronavirus #Covid_19Trending; Some UK media and poli…,Reeni2014,"Isle of Bute, Scotland","[('Scotland', 'GPE'), ('First', 'ORDINAL'), ('Nicola Sturgeon', 'GPE'), ('Scotland', 'GPE'), '', ('UK', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
777,," You know what hasn't been canceled due to #coronavirus? ICE raids. Yup, they are still in the streets putting people in d…",EnGardeGo,,"['', ('ICE', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
778,, Boy sent home from school after being caught charging kids to use hand sanitiser #coronavirus …,uninformednegro,,[''],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",
779,," BREAKING. Only Filipino citizens, their dependents, permanent Philippine residents, and diplomats will be allowed into t…",graceriaaa,MNL,"[('Filipino', 'NORP'), ('Philippine', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Philippines
780,,FIRST #Coronavirus DEATH hits Kansas ,dailydigger19,,"['', ('Kansas', 'GPE')]","{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.6841}",
781,,I don’t get how the economy is bad if mf’s is buying and stocking in bulk rn 🤔 #coronavirus,LexUpNext,I wanna go home. 🙁,[],"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}",Error
782,, 🔴 #Serbia 🇷🇸: It was seen that Serbian President Aleksandar Vučić started to cough hard while journalists asked him a qu…,DramicaninMaja,"Niš, Srbija","[('Serbian', 'NORP'), ('Aleksandar Vučić', 'PERSON')]","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",Serbia
783,, John is the scientist at the start of a disaster movie nobody listens to. #bbcqt #coronavirus ,robhines888,UK,"[('John', 'PERSON'), '']","{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6249}",United Kingdom
784,," #Ohio health official estimates 100,000 people in state have coronavirus    #…",TrippBraden,"Cleveland, OH","['', ('Ohio', 'GPE'), ('100,000', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
785,, Catholic churches close in Rome  cuz #CoronaVirusThat's faith for you. 😏,lover_squirrel,"Kennewick, WA","[('Catholic', 'NORP'), ('Rome', 'GPE'), ('CoronaVirusThat', 'MONEY')]","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",USA
786,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",Asaf_jnR,"Accra, Ghana",[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",Ghana
787,, I guess Bulgaria and Romania (and to a lesser extent Croatia) should thank the Netherlands now for keeping them out of th…,IvetaCherneva,"Sofia, Bulgaria","[('Bulgaria', 'GPE'), ('Romania', 'GPE'), ('Croatia', 'GPE'), ('Netherlands', 'GPE')]","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",Bulgaria
788,," Italy, today.I can’t believe my eyes.#CoronaVirusUpdate #COVID19 #coronavirus ",Silveryfff,파닥파닥,"[('Italy', 'GPE'), ('today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
789,, Bill Gates was right !!😳 #CoronavirusPandemic #CoronaOutbreak #CoronaVirusUpdate #coronavirus ,Tinguu7,,"[('Bill Gates', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
790,," In the midst of this pandemic, can we please give all schools a pass on mandated state testing. We need to put our energie…",anncarb,"Goshen, IN",[],"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}",USA
791,," One of the world's leading microbiologists, Professor Peter Piot, has said that #COVID19 is 'much, much worse than Ebola'Rea…",mrpropertyplug,"Lakeland Heights, TX","[('One', 'CARDINAL'), ('Peter Piot', 'PERSON'), ('COVID19', 'MONEY')]","{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",USA
792,, President  has taken bold action in response to the #Coronavirus. The steps the President announced in regar…,jbased,,"[('Coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",
793,," Remember social distancing is a tremendous act of generosity and solidarity. Many of us will not get sick, but social d…",LauraLeeAndAUke,"Minneapolis, MN",[],"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5575}",USA
794,,Ghana and Gabon confirm first cases of #coronavirus,Jerusalem_Post,Israel,"[('Ghana', 'GPE'), ('Gabon', 'PERSON'), ('first', 'ORDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Israel
795,,#Coronavirus: From the #LA Port to the #InlandEmpire -- small businesses seeing decline. #Ontario… ,LawMoet,"Ontario, California","[('InlandEmpire', 'ORG'), ('Ontario', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
796,," At some point, the panic over the virus causes more harm than the virus itself ever realistically could. #coronavirus",hellwig_dottie,,[''],"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.796}",
797,," Rome's Catholic churches are ordered to be closed because of #coronavirus, a move believed to be unprecedented in modern times…",ALILYN14,,"[('Rome', 'GPE'), ('Catholic', 'NORP'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
798,, A drive-through ‘see and swab’ testing service for #coronavirus has been set up in Easingwold for patients referred by N…,GillianFinnerty,"Easingwold, England","['', ('Easingwold', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
799,, An expert team of nine members with 31 tons of medical supplies from China arrived at Italy on Thursday night (local time).…,ben7fold,a good place,"[('nine', 'CARDINAL'), ('31 tons', 'QUANTITY'), ('China', 'GPE'), ('Italy', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
800,, Friday's Italian sports headlines in English  #Juventus #Sampdoria #SerieA #Coronavirus #EPL #La…,ColettaFrank,Sydney NSW Australia,"[('Friday', 'DATE'), ('Italian', 'NORP'), ('English', 'LANGUAGE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia
801,, Our #FlattenTheCurve graphic is now up on  with proper attribution &amp; a CC-BY-SA licence.  Please share far &amp; wide…,nanlog,,[''],"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5423}",
802,, Thank you to all pediatricians who are on the frontlines caring for patients impacted by #coronavirus. We remain so gratef…,AAPPres,,[''],"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6908}",
803,,What you need to know about #coronavirus if you're #pregnant. #pregnancy #covid19 #outbreak #obstetrics… ,bundoohealth,Where you are ,"[('about #', 'CARDINAL'), '', '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
804,,"Worried about #coronavirus? If your loved one is over 60, read this - ",MetroCOLA,West Georgia - East Alabama,"[('about #', 'CARDINAL'), ('60', 'CARDINAL')]","{'neg': 0.137, 'neu': 0.621, 'pos': 0.242, 'compound': 0.4019}",USA
805,, Isn’t this soooooo creepy???? #coronavirus ,Aparna,New Delhi ,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
806,," 🚨 BREAKING: Gov. Andy Beshear is recommending that all Kentucky public and private schools close due to the #coronavirus,…",PBA_DC,"Washington, DC","[('Andy Beshear', 'PERSON'), ('Kentucky', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
807,," In unprecedented decision “taken out of a sense of belonging to the human family, exposed to a virus whose nature and spread…",basaynon,California,[],"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.0772}",USA
808,, Why does soap work so well on the #coronavirus? '(B)ecause the virus is a self-assembled nanoparticle in which the weakest…,jacquiavelli,Australia & UK,[''],"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4101}",UK
809,,The Entire World: #coronavirus John Oliver and Me: ,yeetmonaliz,The Nether,"['', ('John Oliver', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
810,,You determine how much 💰 is allocated to health programs by participating in the #2020Census. As you &amp; your family… ,myBlackCounts,"California, USA","[('2020Census', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
811,, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,alt_kellyanne_,"Oovoo Javer, Planet of KApos",[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",Error
812,,"Mental health charity Mind has launched a new online page for people who are feeling anxious about #coronavirus, wh… ",shaistaAziz,"Oxford, England",[],"{'neg': 0.092, 'neu': 0.642, 'pos': 0.266, 'compound': 0.4215}",UK
813,, #BREAKING Universal Studios Hollywood theme park to close for two weeks to help contain #coronavirus,GrassrootsJill,Arizona,"['', ('BREAKING Universal', 'ORG'), ('Studios Hollywood', 'PERSON'), ('two weeks', 'DATE'), '']","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",USA
814,, The only two people in the world who ain't worried about no #coronavirus ,Rugburn15,,"[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",
815,, The #FamiliesFirst #Coronavirus Response Act gives American workers the support they need as we all confront this public heal…,Suekee3,,"['', ('FamiliesFirst', 'ORG'), ('American', 'NORP')]","{'neg': 0.079, 'neu': 0.794, 'pos': 0.126, 'compound': 0.25}",
816,, The most common symptoms of #coronavirus are:New continuous coughORHigh temperature (37.8 degrees or higher)  If you h…,PcwFed,Wirral,"['', ('37.8 degrees', 'QUANTITY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
817,, So...….let's say you were tested and it's confirmed you have #Coronavirus.Then what?They send you home and do what you…,ichataway,California,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
818,, A malicious website pretending to be the live map for Coronavirus COVID-19 Global Cases is circulating. Visiting the website…,RaymondEReeves,"Brandon, Mississippi","[('Coronavirus COVID-19 Global Cases', 'PRODUCT')]","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.1027}",USA
819,, “We must push countries all of us to fight as hard as they can to suppress this #coronavirus➡️By doing so you’re saving liv…,VickyStouki,Athens - Greece,"[('️By', 'PERSON')]","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.4588}",Greece
820,,I’m tryna withdraw from my job #coronavirus,DBeisel15,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
821,," While we all focus on the #Covid_19 #coronavirus , #BorisJohnson is preparing a hard Brexit that takes us out, not jus…",mikeonthemarne,France,"['', ('BorisJohnson', 'ORG'), ('Brexit', 'GPE')]","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",France
822,, Speedy recovery boss  🙏. We will conquer corona virus.•Praying for the safety and health of all other Arsenal pl…,eze_tweets,Port Harcourt,"[('Speedy', 'PERSON')]","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",Nigeria
823,," #CORONAVIRUS UPDATE: From Maryland schools set to close for two weeks starting Monday to universities moving to virtual classes,…",_ThatSportsDude,Behind The 🎥,"['', ('Maryland', 'GPE'), ('two weeks', 'DATE'), ('Monday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
824,,The Caribbean was fine till the Europeans started moving West again. This is not 1492! Leave them alone! #coronavirus,mrcory1990,"Manchester, England","[('Caribbean', 'LOC'), ('Europeans', 'NORP'), ('West', 'LOC'), ('1492', 'DATE'), '']","{'neg': 0.093, 'neu': 0.743, 'pos': 0.164, 'compound': -0.162}",UK
825,, ICYMI #Covid19 &gt; The severity of the global #coronavirus #epidemic has reached levels almost certain to… ,BNF75,France,[''],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.2975}",France
826,, #CoronaVirusUpdate!  not playing around!😤 #coronavirus ,retrovixens,"Raleigh, NC",[''],"{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.2905}",USA
827,," Russia Has Recorded Zero #Coronavirus DeathsEven as #Chinesecoronavirus ravages rest of Europe, Russia, which closed it…",Vivangel999,"Queens, NY","[('Russia', 'GPE'), ('Zero #Coronavirus DeathsEven', 'MONEY'), ('Europe', 'LOC'), ('Russia', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
828,,DISNEYLAND CLOSED FOR CORONAVIRUS #Disneyland #coronavirus #Disney #DisneyParks #DisneylandClosed… ,InsideTheMagic,Theme Parks... and beyond.,"['', ('DisneylandClosed', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
829,," BREAKING: Saudi Arabia bans travel to&amp; from #Ethiopia, #Eritrea, #Somalia, #Kenya, #Sudan &amp; #SouthSudan for you guessed it…",mzs1347,"Toronto, Canada","[('Saudi Arabia', 'GPE'), ('Ethiopia', 'GPE'), ('Eritrea', 'MONEY'), ('Somalia', 'GPE'), ('Kenya', 'GPE'), ('Sudan &amp', 'ORG'), ('SouthSudan', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
830,," *Please share*The new 111 online #coronavirus service can quickly tell you what to do if you think you have symptoms,…",MedicMan112,Central London,"[('111', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
831,, In 2006 Sen. Barack Obama got tested PUBLICLY for HIV to de-stigmatize testing.It is irresponsible for the POTUS to not get t…,ChrisJLMcDonald,,"[('2006', 'DATE'), ('Barack Obama', 'PERSON')]","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.4404}",
832,,       Started my own thread with store…,TheSWPrincess,"Maryland, USA",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
833,,Use of Netflix must be increasing....... because everyone is staying in doors..... no one wants to be out in public… ,AnniwaaBuachie,,"[('Netflix', 'ORG')]","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",
834,,"Questions about COVID-19? See this resource and info page from NAfME for music educators, including music instrumen… ",NAfME,"Reston, VA","[('NAfME', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
835,, Breaking: The Federal Reserve Bank of New York announced Thursday that it will spend $1.5 trillion to purchase financia…,Jerzeejap,United States Minor Outlying I,"[('The Federal Reserve Bank', 'ORG'), ('New York', 'GPE'), ('Thursday', 'DATE'), ('$1.5 trillion', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States Minor Outlying Islands
836,,All Maryland public schools are closed for 3 weeks. I think we are next. #CoronaVirus,shaqnosis1,,"[('Maryland', 'GPE'), ('3 weeks', 'DATE'), ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
837,," If you haven't watched  's speech today on how we should respond to #coronavirus, take a few minutes to do so. It i…",LeighhazelLeigh,United Kingdom,"[('today', 'DATE'), '', ('a few minutes', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United Kingdom
838,," Hey , are you watching ’s #coronavirus speech? This is how leaders lead. This is how you give a…",_lemonsoflife,"Gulfport, MS",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
839,, The UK is increasingly an outlier in Western Europe in its #Coronavirus measures - countries from Norway to France have today…,Walshicus1,"England, United Kingdom","[('UK', 'GPE'), ('Western Europe', 'LOC'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
840,," MAJOR conference call going on right now between county public health, county school superintendents and city officials. E…",Petersrock33,"Union City, CA",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
841,, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,hilaryhholmes,Michigan,[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",USA
842,,Egypt's minister of religious affairs has been ridiculed after alleging that the Muslim Brotherhood is seeking to s… ,The_NewArab,London,"[('Egypt', 'GPE'), ('the Muslim Brotherhood', 'ORG')]","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3612}",UK
843,,One of human beings best qualities is coming together in a crisis. Let's use #coronavirus as a reason to grow stron… ,PinellasDSA,"Pinellas county, FL","[('One', 'CARDINAL'), '']","{'neg': 0.162, 'neu': 0.672, 'pos': 0.166, 'compound': 0.0258}",USA
844,,Let’s #collectively keep #calm and #pray #positively that this #Coronavirus will go away.,MalaShah,"London, England","['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
845,," BREAKING: Italy reports 2,651 new cases of #coronavirus and 189 new deaths, raising total to 15,113 cases and 1,016 de…",keep_it_real_L,,"[('Italy', 'GPE'), ('2,651', 'CARDINAL'), '', ('189', 'CARDINAL'), ('15,113', 'CARDINAL'), ('1,016', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
846,,#LACountyZoo &amp; #UniversalStudios will close beginning Saturday.#coronavirus #covid19 #CoronavirusPandemic #SoCal… ,Jasamsdestiny,#TheResistance #Democracy #Truth   #Foster #Adopt  No pet left behind 🐾,"[('LACountyZoo &amp', 'ORG'), ('UniversalStudios', 'ORG'), '', ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
847,," Did Dean Koontz ""Predict"" the #CoronaVirus in 1981 with startling accuracy?In the book it's called ""Wuhan-400"" happe…",CorruptNoMore,United States,"[('Dean Koontz ""Predict', 'PERSON'), ('CoronaVirus', 'ORG'), ('1981', 'DATE'), ('Wuhan-400', 'WORK_OF_ART')]","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.0772}",United States
848,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",Kamatchou1892,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
849,," Well, that explains Trump’s refusal of test kits from the World Health Organization, when 60 other countries were more tha…",BumphBean,"Atlanta, GA","[('Trump’s', 'ORG'), ('the World Health Organization', 'ORG'), ('60', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",USA
850,, There is no objective evidence of panic in the #FamiliesFirst #CoronaVirus Response Ac or in the Biden and Sanders speeches w…,rm1268,"New York, USA","['', ('FamiliesFirst', 'ORG'), ('Response Ac', 'PERSON'), ('Biden', 'GPE'), ('Sanders', 'NORP')]","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.6705}",USA
851,, #CORONAVIRUS CLOSURE: #Disneyland Resort says it will work with guests who wish to change or cancel their visits and provide refu…,babyysabs,"Los Angeles, CA","[('CORONAVIRUS', 'ORG'), ('Disneyland Resort', 'ORG')]","{'neg': 0.084, 'neu': 0.802, 'pos': 0.114, 'compound': 0.1779}",USA
852,, 🚨#BREAKING: San Francisco Public Schools will close due to #coronavirus for 3 weeks starting 3/16.As a #SFUSD parent I expe…,silea,Pacific Northwest,"[('BREAKING', 'ORG'), ('San Francisco Public', 'GPE'), '', ('3 weeks', 'DATE'), ('3/16.As', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
853,, A STUDY IN CONTRASTS: #Coronavirus public response—drastic changes in behavior— shows people across the world think it is…,psykojoe67,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
854,," Ya think⁉️South Korea, population 51 million, is testing more than 20,000  individuals a day.Texas, population 28 million,…",RCourteau,Pacific NW,"[('Korea', 'GPE'), ('51 million', 'CARDINAL'), ('more than 20,000', 'CARDINAL'), ('Texas', 'GPE'), ('28 million', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
855,, Shout out to all the POC and immigrant custodians and workers out there sanitizing and cleaning during #coronavirus—I know…,chrisvonmuir,"Chris, 23, he/him","[('Shout', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
